DATAFLOW,FREQ: Frequency,UNIT: Unit,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,DECIMALS: Decimals,NOTE_UNIT_2: Note Unit 2,NOTE_UNIT_1: Note Unit 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2004,186631.652,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2005,190466.509,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2006,187692.301,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2007,184849.457,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2008,186736.652,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2009,173688.5,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2010,184308.575,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2011,182495.518,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2012,177495.593,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2013,175549.073,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2014,170201.433,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2015,169865.585,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2016,172078.025,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2017,177912.181,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2018,184943.996,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2019,186850.248,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2020,162463.28,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,L01: Total,2021,173169.008,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1960,1526,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1961,1505,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1962,1470,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1963,1420,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1964,1428,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1965,1302,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1966,1190,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1967,1071,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1968,1106,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1969,1267,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1970,1270,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1971,1323,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1972,1365,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1973,1239,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1974,1715,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1975,1260,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1976,1204,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1977,1022,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1978,1134,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1979,1323,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1980,1341.55,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1981,1057,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1982,1015,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1983,889,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1984,1001,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1985,1023.47,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1986,916.09,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1987,725.27,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1988,756,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1989,774.9,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1990,820,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1991,736,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1992,704,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1993,733,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1994,651.29,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1995,382.99,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1996,374.29,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1997,248.93,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1998,116.62,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,1999,115.5,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2000,109.738,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2001,118.416,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2002,73.651,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2003,56.586,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2004,79.501,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2005,77.598,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2006,92.596,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2007,78.349,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2008,74.916,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2009,66.907,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2010,65.575,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2011,59.128,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2012,54.824,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2013,52.561,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2014,52.088,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2015,49.215,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2016,50.93,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2017,47.116,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2018,41.76,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2019,45.758,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2020,38.442,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A02: ktep,SL01: Solid fuels,2021,42.084,,0: Zero,,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1960,43082.172,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1961,44254.476,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1962,42202.944,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1963,38937.24,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1964,41909.868,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1965,43961.4,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1966,37513.728,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1967,36341.424,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1968,39858.336,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1969,43082.172,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1970,41868,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1971,37513.728,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1972,34289.892,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1973,35462.1959999999,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1974,30479.904,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1975,22190.04,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1976,21101.472,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1977,19636.092,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1978,17291.484,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1979,16998.408,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1980,14492.6082,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1981,12016.116,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1982,11429.964,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1983,11429.964,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1984,12895.344,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1985,11960.43156,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1986,11113.44192,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1987,9226.03248,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1988,9788.7384,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1989,9788.7384,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1990,8457.336,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1991,7234.7904,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1992,6196.464,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1993,6514.24212,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1994,5503.5486,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1995,2731.887,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1996,2511.66132,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1997,1347.31224,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1998,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,1999,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2000,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2001,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2002,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2003,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2004,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2005,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2006,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2007,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2008,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2009,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2010,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2011,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2012,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2013,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2014,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2015,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2016,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2017,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2018,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2019,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2020,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A01: TJ,SL02: Derived gases,2021,,-: nil,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1960,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1961,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1962,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1963,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1964,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1965,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1966,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1967,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1968,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1969,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1970,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1971,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1972,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1973,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1974,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1975,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1976,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1977,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1978,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1979,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1980,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1981,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1982,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1983,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1984,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1985,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1986,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1987,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1988,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1989,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1990,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1991,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1992,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1993,,-: nil,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1994,34.89,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1995,162.82,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1996,152.0041,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1997,156.5398,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1998,263.8847,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,1999,274.0028,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2000,139.98,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2001,173.206389,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2002,301.267778,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2003,781.958333,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2004,842.053611,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2005,847.221111,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2006,889.875,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2007,714.670556,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2008,807.5725,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2009,682.693611,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2010,834.045833,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
LU1:DF_A4300(1.0),A: Annual,A03: GWh,SL05: Heat,2011,849.921111,,0: Zero,,,,,"SL05: From 2000, the personal consumed cogeneration heating is excluded.",
