listing_no,postcode,price_chf,description,canton,long_title,seller,price_with_utilities,object,category,rooms,space_sqm,characteristics,availability,last_change,listing_number,available_as_of
107,3097,1630,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Endlich in eigenen vier Wänden.,NA,1630,Wohnung,Wohnung,4.5,95,NA,NA,2023-05-02,48085573,NA
108,3604,920,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,*Osteraktion* - Profitieren Sie jetzt!,NA,920,Wohnung,Wohnung,2.5,55,NA,NA,2023-05-02,48085570,NA
109,2543,1185,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Perfekt für Singles und Pendler!,NA,1185,Wohnung,Wohnung,2.5,56,NA,NA,2023-05-02,48085569,NA
110,2542,1420,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ihr neues Zuhause?,NA,1420,Wohnung,Wohnung,4,68,NA,NA,2023-05-02,48085533,NA
111,3506,1450,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Mittendrin statt nur dabei!,NA,1450,Wohnung,Wohnung,4.5,96,NA,NA,2023-05-02,48085531,NA
112,4900,1750,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Schön Zuhause zu sein!,NA,1750,Wohnung,Wohnung,4.5,102,NA,NA,2023-05-02,48085526,NA
113,3400,1920,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Gemütlich Wohnen im einmaligen Drei-Seen-Land,NA,1920,Wohnung,Wohnung,4.5,106,NA,NA,2023-05-02,48085525,NA
114,3292,1250,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Altbaudachwohnung im Ostring!,NA,1250,Wohnung,Wohnung,2,47,NA,NA,2023-05-02,48085518,NA
115,3006,1320,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Einen Monat gratis Wohnen - Hier endet Ihre Wohnungssuche!,NA,1320,Wohnung,Wohnung,3.5,71,NA,NA,2023-05-02,48085510,NA
116,2555,1350,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Hier fühlen Sie sich wohl!,NA,1350,Wohnung,Wohnung,2,58,NA,NA,2023-05-02,48085508,NA
117,3006,1600,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Einen Monat gratis Wohnen - Hier endet Ihre Wohnungssuche!,NA,1600,Wohnung,Wohnung,4.5,102,NA,NA,2023-05-02,48085479,NA
118,2555,1135,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ländlich schönes Wohnen garantiert!,NA,1135,Wohnung,Wohnung,3,61,NA,NA,2023-05-02,48085468,NA
119,3550,2100,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Gemütliche Dachwohnung für Sie!,NA,2100,Wohnung,Wohnung,5.5,106,NA,NA,2023-05-02,48085460,NA
120,3250,1720,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Hier endet Ihre Wohnungssuche - Inserat mit 360°-Rundgang!,NA,1720,Wohnung,Wohnung,3.5,83,NA,NA,2023-05-02,48085412,NA
121,3075,1720,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Mieten ohne Kaution!,NA,1720,Wohnung,Wohnung,4.5,93,NA,NA,2023-05-02,48085389,NA
122,3604,1140,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Schicke Altbauwohnung im Zentrum!,NA,1140,Wohnung,Wohnung,2.5,70,NA,NA,2023-05-02,48085388,NA
123,4900,2000,"Diese grosszügige und helle Wohnung ist per 1. August 2023  oder nach Vereinbarung beziehbar und bietet für Singles, Paare sowie Familien eine hohe Lebensqualität . Sie befindet sich in einem ruhigen, heimeligen Quartier. Das Mietobjekt verfügt über Parkett im Wohnbereich, offene moderne Küche mit Geschirrspüler, Bad/WC, Dusche/WC und einen eigenen Wäscheturm.",Bern,Wohnen mit Stil,NA,2000,Wohnung,Wohnung,4.5,107,NA,NA,2023-05-02,48085367,NA
124,2504,3000,"Auf dem Ferenberg in der Gemeinde Bolligen, dem Naherholungsgebiet unterhalb des Bantigers wird ab 1. Juni 2023 oder nach Vereinbarung eine neu erstellte 3,5 Zimmer-Dachwohnung mit Galerie vermietet.",Bern,Wohnen in denkmalgeschütztem Bauernhaus,NA,3000,Wohnung,Wohnung,3.5,162,NA,NA,2023-05-02,48085363,NA
125,3066,2850,"Auf dem Ferenberg in der Gemeinde Bolligen, dem Naherholungsgebiet unterhalb des Bantigers wird ab 1. Juni 2023 oder nach Vereinbarung eine neu erstellte 4,5-Zimmer Parterre-Wohnung vermietet.",Bern,Wohnen in denkmalgeschütztem Bauernhaus,NA,2850,Wohnung,Wohnung,4.5,148,NA,NA,2023-05-02,48085362,NA
126,3066,2760,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 4½ ZIMMER-HAUS IN WORBLAUFEN (BE)",NA,2760,Wohnung,Wohnung,4.5,108,NA,NA,2023-05-02,48085358,NA
127,3048,1800,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN BERN - LÄNGGASSE",NA,1800,Wohnung,Wohnung,3.5,80,NA,NA,2023-05-02,48085355,NA
128,3012,1880,Wunderschöne frisch sanierte 3-Zimmerwohnung mit Balkon in bester Lage,Bern,Wunderschöne frisch sanierte 3-Zimmerwohnung in bester Lage,NA,1880,Wohnung,Wohnung,3,72,NA,NA,2023-05-02,48085323,NA
129,3095,1800,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"LÄNDLICH, KINDERFREUNDLICH, GROSSZÜGIG UND RUHIG",NA,1800,Wohnung,Wohnung,4.5,120,NA,NA,2023-05-02,48085286,NA
130,3462,1250,"Hübsche Duplex-Wohnung mit viel Cachet, offene Küche, Schwedenofen, Sichtbalken, Platten- und Parkettböden, kleine Dachterrasse, Keller",Bern,2.5-Zimmer-Duplexwohnung Biel-Bözingen,NA,1250,Wohnung,Maisonette / Duplex,2.5,NA,NA,NA,2023-05-02,48085207,NA
131,2504,1520,"NachmieterIn für frisch sanierte 3-Zimmerwohnung im beliebten Tiefenauquartier gesucht. Sonnige, ruhige Lage. Quartierladen, Kita, Bibliothek und öV in unmittelbarer Nähe. Wenige Gehminuten bis zum wunderschönes Naherholungsgebiet an der Aare. Neue Küche und Bad. Neuer Eichenparkett in allen Zimmern. Praktische Wandschränke.",Bern,frisch sanierte 3-Zimmerwohnung im ruhigen Tiefenauquartier,NA,1520,Wohnung,Wohnung,3,70,NA,NA,2023-05-02,48085194,NA
132,3004,2700,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,4.5-Zimmer Attikawohnung nach Sanierung sucht neue Mieter!,NA,2700,Wohnung,Attikawohnung,4.5,NA,NA,NA,2023-05-02,48085180,NA
133,2504,1550,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,3.5-Zimmer-Wohnung im Stedtli Nidau zu vermieten,NA,1550,Wohnung,Wohnung,3.5,NA,NA,NA,2023-05-02,48085179,NA
134,2560,740,Tolle 1.5 Zimmerwohnung im Zentrum von Niederbipp.,Bern,Zentrale 1.5 Zimmer-Wohnung,NA,740,Wohnung,Wohnung,1.5,NA,NA,NA,2023-05-02,48085154,NA
135,4704,1105,"Nachmieter gesucht. Sehr schöne, speziell geschnittene 3 1/2 Zimmerwohnung im Tiefenauquartier. ca. 75 m2, Parkett in allen Zimmern, neue Böden in Küche und Badezimmer. Grosser Balkon. Die Wohnung ist sehr hell. RBS Station direkt vor dem Haus. Ab Mitte Juni 2023 oder nach Vereinbarung.",Bern,Top Preis/Leistungsverhältnis,NA,1105,Wohnung,Wohnung,3.5,75,NA,NA,2023-05-02,48085152,NA
136,3004,1690,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Neu sanierte 4,5-Zimmerwohnung an ruhiger Lage",NA,1690,Wohnung,Wohnung,4.5,NA,NA,NA,2023-05-02,48085150,NA
137,2543,2220,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Grosse, helle Wohnung mit Aussicht ins Grüne.",NA,2220,Wohnung,Wohnung,3.5,98,NA,NA,2023-05-02,48085138,NA
138,3123,1000,"Im Zentrum Zähringer an der Zähringerstrasse 47, per 1. August 2023 oder nach Vereinbarung",Bern,Zentral in der Länggasse mit Balkon,NA,1000,Wohnung,Wohnung,1,28,NA,NA,2023-05-02,48085129,NA
140,3705,850,Wir vermieten per 1. August 2023 oder nach Vereinbarung eine schöne 2-Zimmerwohnung. Die Wohnung befindet sich in einem Dreifamilienhaus und verfügt über:,Bern,Schöne 2-Zimmerwohnung zu vermieten,NA,850,Wohnung,Wohnung,2,NA,NA,NA,2023-05-02,48085074,NA
159,3634,1640,Wir vermieten nach Vereinbarung in Niederwangen:,Bern,Bern Niederwangen - 4.5 Zimmerwohnung,NA,1640,Wohnung,Wohnung,4.5,NA,NA,NA,2023-05-02,48084701,NA
160,3172,1270,Birkenstrasse Zollikofen,Bern,Bern Zollikofen - schöne 2.5 Zimmerwohnung,NA,1270,Wohnung,Wohnung,2.5,58,NA,NA,2023-05-02,48084700,NA
161,3052,946,Die Wohnung liegt in einem gut erschlossenen Quartier. Der Bahnhof ist direkt neben der Liegenschaft und Einkaufsmöglichkeiten sind nur wenige Gehminuten entfernt.,Bern,2-Zimmer-Wohnung in Münchenbuchsee,NA,946,Wohnung,Wohnung,2,42,NA,NA,2023-05-02,48084698,NA
162,3053,2080,"An sonniger, ruhiger Wohnlage und in kinderfreundlicher Umgebung vermieten wir per sofort oder nach Vereinbarung eine 4.5-ZiWohnung. Die Parterrewohnung verfügt über einen wohlproportionierten Grundriss mit integrierter Waschmaschine und Wäschetrockner. Zusätzlich gibt es im 1. Untergeschoss ein Einstellhallenplatz und das Kellerabteil, im Esterrich ein zusätzliches Zimmer sowie ein Esterrichabteil. Hinzukommen mehrere Räume zur gemeinschaftlichen Nutzung: Bastelraum, gemeinschaftliche Waschküche, Gemeinschaftsraum. Die siedlungseigene Spielplätze liegen fernab von befahrenen Strassen und sind direkt vom Balkon oder der Haustüre erreichbar.",Bern,"sonnige 4,5-Zimmerwohnung in Uetendorf",NA,2080,Wohnung,Wohnung,4.5,105,NA,NA,2023-05-02,48084693,NA
163,3661,1570,Suchen Sie eine charmante und grosszügige Wohnung an bester Lage in Bern? Dann haben wir das passende Objekt für Sie. Die Wohnung verfügt über folgende Vorzüge:,Bern,Charmanter Wohntraum an bester Lage gesucht?,NA,1570,Wohnung,Wohnung,3,NA,NA,NA,2023-05-02,48084680,NA
164,3007,850,"Dans un bâtiment idéalement situé avec un terrain de verdure ainsi qu'un Mini-marchés en son rez-de-chaussée, vos déplacements n'en seront que facilités.",Bern,Un commerce à proximité immédiate,NA,850,Wohnung,Wohnung,3.5,52,NA,NA,2023-05-02,48084662,NA
165,2738,880,"Dans un immeuble où il fait bon vivre, vous bénéficierez d'un cadre accueillant et chaleureux.",Bern,Un immeuble accueillant et bien entretenu,NA,880,Wohnung,Wohnung,3.5,65,NA,NA,2023-05-02,48084619,NA
166,2740,1590,"Der Bernapark ist ein urbanes Quartier, das Arbeiten und Wohnen, Bildung und Freizeit, Kultur und Innovation einzigartig miteinander verbindet. Wohnen im Bernapark bedeutet pure Lebensqualität.",Bern,Gemütliches Wohnen im Bernapark,NA,1590,Wohnung,Wohnung,2.5,52,NA,NA,2023-05-02,48084601,NA
167,3066,1270,"Biel: Dufourstrasse 97:  Zu vermieten nach Vereinbarung nähe Stadtzentrum 3.5 Zi.-Wohnung im 3. OG  - Parkett-/ und Plattenböden  - Wohnküche mit Glaskeramik und Geschirrspüler  - Bad / WC  - Wandschränke",Bern,3.5-Zimmerwohnung im EG,NA,1270,Wohnung,Wohnung,3.5,72,NA,NA,2023-05-02,48084599,NA
168,2500,1440,Biel: Poststrasse 20b,Bern,4-Zimmerwohnung Nähe Bahnhof Mett - 4 pièces près de la gare,NA,1440,Wohnung,Wohnung,4,NA,NA,NA,2023-05-02,48084597,NA
169,2504,1730,"Biel: A. Ankerweg 11  Zu vermieten nach Vereinbarung: 3.5-Zi.-Wohnung in moderner Liegenschaft Bilder können von der tatsächlichen Wohnung abweichen",Bern,Moderne 3 1/2 Zimmer-Designer-Wohnung,NA,1730,Wohnung,Wohnung,3.5,84,NA,NA,2023-05-02,48084595,NA
170,2502,1570,"Wir vermieten per 01. Juli 2023 eine schöne, gemütliche und moderne",Bern,Moderne 2.5-Zimmer Wohnung im Weissenstein zu vermieten,NA,1570,Wohnung,Wohnung,2.5,60,NA,NA,2023-05-02,48084586,NA
171,3007,1570,"Ab 1. Juli 2023, vermieten wir im Breitenrain-Quartier eine helle und gemütliche 3-Zimmer-Wohnung.",Bern,Helle 3-Zimmer-Wohnung im Breitenrain-Quartier,NA,1570,Wohnung,Wohnung,3,60,NA,NA,2023-05-02,48084585,NA
172,3014,1280,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Moderne 1.5-Zimmer-Wohnung mit Weitsicht!,NA,1280,Wohnung,Wohnung,1.5,40,NA,NA,2023-05-02,48084556,NA
173,3014,1820,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Grosszügige 3.5-Zimmer-Wohnung in Neuenegg!,NA,1820,Wohnung,Wohnung,3.5,NA,NA,NA,2023-05-02,48084555,NA
174,3176,2450,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Moderne 3.5-Zimmer-Wohnung mit Weitsicht!,NA,2450,Wohnung,Wohnung,3.5,92,NA,NA,2023-05-02,48084554,NA
175,3014,1200,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"4-Zimmerwohnung, Parterre links",NA,1200,Wohnung,Wohnung,4,85,NA,NA,2023-05-02,48084550,NA
176,3506,1350,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Schöne helle Altbauwohnung,NA,1350,Wohnung,Wohnung,3,NA,NA,NA,2023-05-02,48084530,NA
177,3018,1390,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Grosse Wohnung befristet zum mieten!,NA,1390,Wohnung,Wohnung,4.5,NA,NA,NA,2023-05-02,48084521,NA
178,3400,1880,"Dachwohnung in 4-Familienhaus, zentral zu ÖV und Autobahnanschluss. Dazu kann eine Garage sowie ein Parkplatz gemietet werden.",Bern,Dachwohnung in Studen zu vermieten,NA,1880,Wohnung,Wohnung,4.5,125,NA,NA,2023-05-02,48084514,NA
179,2557,630,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,helle 2 - Zimmerwohnung,NA,630,Wohnung,Wohnung,2,NA,NA,NA,2023-05-02,48084510,NA
180,4914,1230,"Frischgestrichene, helle Wohnung mit hoher Raumhöhe",Bern,Grosszügige helle Wohnung Nähe Aare,NA,1230,Wohnung,Wohnung,2.5,60,NA,NA,2023-05-02,48084502,NA
181,2558,1800,"Wollen Sie in einer herrschaftlichen 4.5-Zi-Wohnung mit Original-Riemenböden, Stukkaturen und Fresken im Zentrum von Biel/Bienne wohnen oder arbeiten?",Bern,Herrschaftliche 4.5-Zi-Wohnung im Zentrum von Biel/Bienne,NA,1800,Wohnung,Wohnung,4.5,136,NA,NA,2023-05-02,48084498,NA
182,2502,1470,Nach Vereinbarung vermieten wir an bestens orientierter Lage eine 4.5-Zimmer-Wohnung.,Bern,Ideal | sonnig | geräumig.,NA,1470,Wohnung,Wohnung,4.5,81,NA,NA,2023-05-02,48084472,NA
183,3063,1400,Hell und schön.,Bern,Freundlich | Zentral.,NA,1400,Wohnung,Wohnung,3.5,73,NA,NA,2023-05-02,48084470,NA
184,3052,2690,Die Liegenschaft an der Bachgasse 12 wird voraussichtlich ca. ab 1. Februar 2024 einem Neubauch weichen. Sind Sie an einer befristeten Zwischennutzung vom 1. August 2023 bis ca. 31. Januar 2024 interessiert? Melden Sie sich bei uns.,Bern,Befristet zu vermieten: Schöne Wohnung an bester Lage in Hil,NA,2690,Wohnung,Wohnung,4.5,NA,NA,NA,2023-05-02,48084466,NA
185,3652,1200,"Die Wohnung ist ab sofort verfügbar. Bitte beachten Sie, dass die Liegenschaft an der Schwarzeburgstrasse 318 voraussichtlich in den nächsten 12 - 24 Monaten saniert wird. Ein Projekt / Zeitplan besteht jedoch noch nicht. Es wird ein unbefristeter Mietvertrag erstellt.",Bern,3½-Zimmer-Wohnung im Hochparterre,NA,1200,Wohnung,Wohnung,3.5,NA,NA,NA,2023-05-02,48084465,NA
186,3098,1260,"*Bei den Bildern handelt es sich lediglich um ein Musterbeispiel, welches den Ausbaustandard der Wohnung aufzeigt. Abweichungen bezüglich Grundriss und Materialisierung sind möglich*",Bern,3.5-Zimmerwohnung in einer ruhiger Lage,NA,1260,Wohnung,Wohnung,3.5,61,NA,NA,2023-05-02,48084462,NA
187,3123,1480,Wir vermieten per 1. Juli 2023 oder nach Vereinbarung eine moderne 3.5-Zimmerwohnung in Worb. Diese befindet sich in einem gepflegten Mehrfamilienhaus an ruhiger Lage.,Bern,moderne 3.5-Zimmerwohnung an ruhiger Lage,NA,1480,Wohnung,Wohnung,3.5,73,NA,NA,2023-05-02,48084461,NA
188,3076,2150,"Der offene und geräumige Wohn-, Ess- und Kochbereich ist nebst der grossen Terrasse mit Garten nur eines von vielen Highligts dieser tollen Wohnung.",Bern,Neubau! Moderne Gartenwohnung,NA,2150,Wohnung,Wohnung,4.5,114,NA,NA,2023-05-02,48084449,NA
189,3294,3500,"Zu vermieten per sofort oder nach Vereinbarung, eine grosszügige",Bern,Wohnen wie im Einfamilienhaus,NA,3500,Wohnung,Wohnung,4.5,NA,NA,NA,2023-05-02,48084444,NA
190,3073,2600,NA,Bern,Erstvermietung - Neubau-4.5-Zimmerwohnung,NA,2600,Wohnung,Wohnung,4.5,132,NA,NA,2023-05-02,48084441,NA
191,3150,1470,"Per 16. Mai 2023 vermieten wir am Kohlenweg 24, 3097 Liebefeld eine",Bern,moderne 2-Zimmerwohnung im Liebefeld,NA,1470,Wohnung,Wohnung,2,NA,NA,NA,2023-05-02,48084421,NA
192,3097,1900,"An sehr ruhiger, verkehrsfreier und kinderfreundlicher Lage nähe Wald vermieten wir per 1. Juli oder nach Vereinbarung eine sehr schöne 4-Zimmerwohnung.",Bern,Köniz - moderne Wohnung im Grünen!,NA,1900,Wohnung,Wohnung,4,106,NA,NA,2023-05-02,48084420,NA
193,3098,1980,"An äusserst zentraler und trotzdem ruhiger und sonniger Lage  vermieten wir diese helle und schöne 5½-Zimmerwohnung mit grossem Balkon",Bern,5½ -Zimmerwohnung im Dorfzentrum an bester Lage,NA,1980,Wohnung,Wohnung,5.5,85,NA,NA,2023-05-02,48084417,NA
194,3098,1250,"Wir vermieten per 1. Juni 2023 eine zentral gelegene, moderne, helle und grosszügige",Bern,Moderne 2.5 Zimmerwohnung im Herzen von Kirchberg,NA,1250,Wohnung,Wohnung,2.5,NA,NA,NA,2023-05-02,48084415,NA
195,3422,2850,"In einem freistehenden, denkmalpflegerisch geschützten 3 Familienhaus aus der Jahrhundertwende vermieten wir per 1. Juni 2023 oder nach Vereinbarung eine neu ausgebaute und stilgerecht sanierte, einmalige",Bern,Terrassenparadies in Interlaken mit 360 ° Traumaussicht,NA,2850,Wohnung,Wohnung,5,150,NA,NA,2023-05-02,48084414,NA
196,3800,1410,"Per 1. August 2023 vermieten wir eine schöne, grosszügige",Bern,"Grosszügige, schöne Wohnung an zentraler und doch ruhiger La",NA,1410,Wohnung,Wohnung,3.5,77,NA,NA,2023-05-02,48084413,NA
197,3114,1510,Wir vermieten per 1. Juli 2023 eine grosszügige 3 ½ - Zimmerwohnung im Hochparterre mit Balkon:,Bern,Ihr neues Zuhause im Herzen von Köniz,NA,1510,Wohnung,Wohnung,3.5,70,NA,NA,2023-05-02,48084412,NA
198,3098,1370,"An sehr ruhiger und sonniger sowie auch zentraler Lage, angrenzend Naherholungsgebiet im Grünen, vermieten wir ab 1. Juli 2023 eine schöne",Bern,sanierte Wohnung an Top-Lage,NA,1370,Wohnung,Wohnung,2,43,NA,NA,2023-05-02,48084411,NA
199,3098,1520,Im Zentrum von Laupen vermieten wir per sofort oder nach Vereinbarung eine charmante 3½-Zimmer-Wohnung.,Bern,Zentrales Wohnen in Laupen,NA,1520,Wohnung,Wohnung,3.5,83,NA,NA,2023-05-02,48084401,NA
201,3818,1790,"Einstellhallenplätze können zusätzlich für CHF 130 p.mt. gemietet werden, wie auch Aussenparkplätze für CH 70 p.mt.",Bern,Vermietung am Grünweg - moderne 3.5 Zimmer Duplex Wohnung,NA,1790,Wohnung,Wohnung,3.5,96,NA,NA,2023-05-02,48084376,NA
202,2543,2080,Per 1. Juli 2023 oder nach Vereinbarung vermieten wir diese grosszügige Alterswohnung im Hohmadpark in Thun.,Bern,Alterswohnung im Hohmadpark mit toller Aussicht,NA,2080,Wohnung,Wohnung,3.5,74,NA,NA,2023-05-02,48084370,NA
203,3600,650,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Schöne Wohnung an zentraler Lage in Nidau zu vermieten!,NA,650,Wohnung,Studio,1,24,NA,NA,2023-05-02,48084351,NA
205,4900,1000,Offene Küche mit Einbauschränken und neueren Küchengeräten inkl. Geschirrspüler. Laminat in Wohn- und Schlafzimmer. Keramikplatten in Küche und Bad. Balkon Richtung Süden. Kellerabteil. Waschküche und Trockenraum zur Mitbenützung.,Bern,Renovierte 2 1/2-Zimmerwohnung mit Balkon,NA,1000,Wohnung,Wohnung,2.5,53,NA,NA,2023-05-02,48084308,NA
206,3296,2320,Wir vermieten unsere Eigentumswohnung in der Bärenenmatte 7 in Münsingen per 1. September 2023 oder nach Vereinbarung,Bern,Attraktive 4.5-Zimmer Wohnung in Münsingen,NA,2320,Wohnung,Wohnung,4.5,137,NA,NA,2023-05-02,48084304,NA
207,3110,1850,Im Städtli von Nidau vermieten wir per 01.09.2023 oder nach Vereinbarung eine,Bern,4.5-Zimmer-Duplexwohnung im Herzen des Städtli Nidau,NA,1850,Wohnung,Wohnung,4.5,125,NA,NA,2023-05-02,48084257,NA
208,2560,2155,"In altem denkmalgeschützem Haus moderner neuer Innenausbau. Direkt an der Landwirtschaftszone in familienfreundlicher Umgebung. Wir suchen eine Familie, die gerne etwas zur Hausgemeinschaft beiträg und gerne in einer solchen Wohnform lebt, Freude am Dialog hat und mit beiden Füssen auf dem Boden steht. Parkplatz kann noch für CHF 40 dazugemietet werden.",Bern,Familienwohnung am Dorfrand,NA,2155,Wohnung,Wohnung,4.5,110,NA,NA,2023-05-02,48084226,NA
209,3638,1720,"schöne, helle 4.5-Zimmerwohnung mit Parkettböden",Bern,4.5-Zimmerwohnung,NA,1720,Wohnung,Wohnung,4.5,NA,NA,NA,2023-05-02,48084223,NA
210,3144,1540,sehr gut gelegen - direkt bei Tramstation Beaumont Linie 3.,Bern,2.5 Zimmerwohnung,NA,1540,Wohnung,Wohnung,2.5,NA,NA,NA,2023-05-02,48084222,NA
211,3007,1340,3.0-Zimmerwohnung im 2. OG in kleinem 3-Familienhaus zu vermieten.,Bern,3.0 -Zimmer Wohnung im Eyfeld,NA,1340,Wohnung,Wohnung,3,NA,NA,NA,2023-05-02,48084221,NA
212,3063,1880,Die Liegenschaft wurde 2019 in modernem Stil im Weiermattquartier erbaut. Die Wohnungen sind als Eigentumswohnungen ausgebaut und weisen einen hohen Standard auf. Hier nur einige der Highlights:,Bern,Moderne 2.5-Zimmerwohnung in Eigentumsstandard,NA,1880,Wohnung,Wohnung,2.5,58,NA,NA,2023-05-02,48084220,NA
213,3098,1283,Wir vermieten einen Büro- oder Praxisraum in der Berner Altstadt nähe Zytglogge im 4. Zwischengeschoss,Bern,Büro- oder Praxisraum in Berner Altstadt zu vermieten,NA,1283,Wohnung,Einzelzimmer,1,NA,NA,NA,2023-05-02,48084218,NA
214,3011,1420,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,moderne 3½-Zi-Wohnung,NA,1420,Wohnung,Wohnung,3.5,70,NA,NA,2023-05-02,48084217,NA
215,3510,1620,Wir vermieten eine 4-Zimmer-Wohnung.,Bern,4-ZWG im vierten Stock,NA,1620,Wohnung,Wohnung,4,80,NA,NA,2023-05-02,48084215,NA
216,3322,1699,"Im Grünen vermieten wir nach Vereinbarung, in einer komplett sanierten Liegenschaft am Wilhelm Kutterweg, eine grosszügige:",Bern,TOP-sanierte 4 1/2-Zwg mit Balkon im Mühlefeldquartier,NA,1699,Wohnung,Wohnung,4.5,92,NA,NA,2023-05-02,48084211,NA
217,2503,660,"Sie interessieren sich für eine renovierte Altbauwohnung an der Einkaufsmeile der Stadt Biel.  Wir vermieten nach Vereinbarung an der Molzgasse/Nidaugasse eine Studio-Wohnung im 2. Obergeschoss  Die Wohnung verfügt über:  - ca. 30 m2  - Laminatboden im Zimmer  - offene Küche  - Dusche/WC  - Einbauregale  Öffentliche Verkehrsmittel, Einkaufs- und Vergnügungsmöglichkeiten sind in unmittelbarer Nähe. Mietzins: CHF 530.-- + 130.-- HK/NK",Bern,IDEAL für Studenten - Wohnen an der Einkaufsmeile der Stadt,NA,660,Wohnung,Studio,1,NA,NA,NA,2023-05-02,48084210,NA
