listing_no,price_chf,condition,displacement,year,brand,model,mileage_km,transmission,fuel,colour,last_edited,id,mfk,drive
12909,23948,NA,NA,1948,HARLEY-DAVIDSON,FL PANHEAD,6800,Schaltgetriebe,Benzin,Mehrfarbig,2022-05-31,43591402,no,NA
12910,6690,NA,NA,2017,HUSQVARNA,701 Enduro,45500,Schaltgetriebe,Benzin,Weiss,2022-06-28,43591362,yes,Hinterradantrieb
12911,25110,NA,NA,2022,NA,SR/F ZF 15.6 mit 40kW,1,Automatik,NA,Anthrazit,2022-06-10,43591346,yes,Hinterradantrieb
12912,4490,NA,NA,2022,MONDIAL,SMX 125,1,Schaltgetriebe,Benzin,Gelb,2022-05-31,43591341,yes,Hinterradantrieb
12913,4290,NA,NA,2022,NA,Nomad 125,1,Schaltgetriebe,Benzin,Weiss,2022-05-31,43591340,yes,Hinterradantrieb
12914,17790,NA,NA,2022,DUCATI,950 Supersport S,1,Schaltgetriebe,Benzin,Rot,2022-05-31,43591319,yes,Hinterradantrieb
12915,5990,NA,NA,2019,HONDA,CB 500 F ABS,4500,Schaltgetriebe,Benzin,Orange,2022-09-02,43591318,no,Hinterradantrieb
12916,13200,NA,NA,2021,DUCATI,Scrambler 1100 Dark Pro,2100,Schaltgetriebe,Benzin,Schwarz,2022-05-31,43591301,yes,Hinterradantrieb
12917,4990,NA,NA,1983,HONDA,XL 500,32068,NA,Benzin,Rot,2022-07-06,43591299,yes,NA
12918,13900,NA,NA,2013,DUCATI,Diavel 1200 Strada,7800,Schaltgetriebe,Benzin,Schwarz,2022-05-31,43591298,no,Hinterradantrieb
12919,8950,NA,NA,2015,KAWASAKI,W 800 Special Edition mit Remus Auspuffanlage,2842,Schaltgetriebe,Benzin,Schwarz,2022-05-31,43591296,no,Hinterradantrieb
12920,6890,NA,NA,2022,Royal Enfield,Himalayan,10,Schaltgetriebe,Benzin,Weiss,2022-05-31,43591295,yes,Hinterradantrieb
12921,5950,NA,NA,2015,HONDA,NC 750 XA ABS,14100,Schaltgetriebe,Benzin,Weiss,2022-05-31,43591293,no,Hinterradantrieb
12922,6000,NA,NA,2013,BMW,R 1200 RT ABS,94000,Schaltgetriebe,Benzin,Schwarz,2022-08-27,43591287,no,Hinterradantrieb
12923,8990,NA,NA,2020,BMW,F 900 R ABS,2500,Schaltgetriebe,Benzin,Schwarz,2022-07-02,43591261,yes,Hinterradantrieb
12924,13800,NA,NA,2021,YAMAHA,MT 10A,2390,Schaltgetriebe,Benzin,Blau,2022-06-25,43591255,yes,Hinterradantrieb
12925,18900,NA,NA,2019,YAMAHA,YZF R1 M,22359,Schaltgetriebe,Benzin,Silber,2022-06-25,43591254,no,Hinterradantrieb
12926,8950,NA,NA,2021,YAMAHA,MT 09A,8515,Schaltgetriebe,Benzin,Blau,2022-06-25,43591240,yes,Hinterradantrieb
12927,10900,NA,NA,2020,YAMAHA,XSR900,4923,Schaltgetriebe,Benzin,Schwarz,2022-06-25,43591235,yes,Hinterradantrieb
12928,12100,NA,NA,2019,YAMAHA,NIKEN,13617,Schaltgetriebe,Benzin,Grau,2022-06-25,43591229,yes,Hinterradantrieb
12929,14555,NA,NA,1998,HARLEY-DAVIDSON,FLSTF Fat Boy,51309,Schaltgetriebe,Benzin,Weiss,2022-08-31,43591228,no,Hinterradantrieb
12930,12850,NA,NA,2014,HARLEY-DAVIDSON,FXDL Dyna Low Rider ABS,23500,Schaltgetriebe,Benzin,Braun,2022-05-31,43591224,yes,Hinterradantrieb
12931,5990,NA,NA,2012,YAMAHA,FZ8 SA SPORT,12648,Schaltgetriebe,Benzin,Weiss,2022-06-25,43591219,yes,Hinterradantrieb
12933,5000,Neu ,125,2021,YAMAHA,MT-125,1300,Schaltgetriebe,Benzin,Blau,2022-08-27,43588556,no,Kette
12934,1200,Geringe Gebrauchsspuren ,125,1991,YAMAHA,SR,32000,NA,NA,NA,2022-08-17,43587413,yes,NA
12936,9500,Neuwertig ,500,2019,HUSQVARNA,FE 450,8000,Schaltgetriebe,Benzin,Schwarz,2022-08-24,43585218,no,NA
12937,1600,Geringe Gebrauchsspuren ,500,1995,YAMAHA,XV 535 VIRAGO,69000,NA,NA,NA,2022-08-26,43584808,no,NA
12938,4500,Geringe Gebrauchsspuren ,350,1997,KTM,GS 300 2T,5000,Schaltgetriebe,2-Takt-Gemisch,Orange,2022-08-22,43585120,no,Kette
12939,4500,Neuwertig ,350,1997,KTM,GS 300 2T,5000,Schaltgetriebe,2-Takt-Gemisch,Orange,2022-08-22,43584937,no,Kette
12940,8200,Neuwertig ,800,2016,DUCATI,Monster 821,20700,NA,Benzin,Rot,2022-08-31,43584280,no,NA
12941,4800,Neuwertig ,125,1999,KAWASAKI,Kmx 125,13500,Schaltgetriebe,2-Takt-Gemisch,Grün,2022-09-03,42920020,no,Hinterradantrieb
12942,8500,Neuwertig ,800,2016,YAMAHA,MT09,9990,Schaltgetriebe,Benzin,Anthrazit,2022-08-19,43581908,no,NA
12943,6500,Geringe Gebrauchsspuren ,600,2014,TRIUMPH,street triple r,10500,NA,NA,NA,2022-08-15,43527953,no,NA
12944,6800,Neuwertig ,600,2019,YAMAHA,MT07,5582,Schaltgetriebe,Benzin,Schwarz,2022-08-19,43581768,yes,NA
12945,3000,Neuwertig ,250,2011,NA,NA,3500,Schaltgetriebe,Benzin,Rot,2022-08-30,43427789,yes,Kette
12946,9990,Neuwertig ,900,2009,TRIUMPH,Bonneville T100,62000,Schaltgetriebe,Benzin,Grün,2022-08-10,43581156,yes,Kette
12947,3100,Geringe Gebrauchsspuren ,1000,1996,HONDA,CB 1000 Big one,22000,NA,NA,NA,2022-08-18,43314896,yes,NA
12948,4490,Neu ,50,2018,SHERCO,50,1,NA,Benzin,Mehrfarbig,2022-08-17,24260003,no,Kette
12949,9190,Neu ,125,2021,SHERCO,125cc Supermotard,1,Schaltgetriebe,2-Takt-Gemisch,Blau,2022-08-26,36474335,yes,Kette
12950,7450,NA,NA,2010,KAWASAKI,ZX-10R mit Leovinci Factory Auspuff,22330,Schaltgetriebe,Benzin,Orange,2022-05-30,43580710,yes,Hinterradantrieb
12951,45000,NA,NA,2021,BMW,R 18 Classic VTR Customs Stage L - Eleonore,2000,Schaltgetriebe,Benzin,Grau,2022-05-30,43580685,yes,Hinterradantrieb
12952,49800,NA,NA,2021,BMW,R 18 B VTR Customs - Track Bagger 33,3900,Schaltgetriebe,Benzin,Grau,2022-05-30,43580684,yes,Hinterradantrieb
12953,6020,NA,NA,2022,BMW,G 310 R,10,Schaltgetriebe,Benzin,Grau,2022-05-30,43580677,yes,Hinterradantrieb
12954,2200,Neu ,50,NA,DERBI,Senda sm Xtrem 50,12000,Schaltgetriebe,Benzin,Weiss,2022-08-15,43577601,yes,Kette
12955,14900,Neu ,1000,2017,BMW,NA,13500,NA,Benzin,Weiss,2022-08-17,43576774,no,Kette
12956,30000,Neuwertig ,1200,2008,HARLEY-DAVIDSON,VRSCDX Night Rod Special ABS,8000,Schaltgetriebe,Benzin,Schwarz,2022-08-25,43576502,yes,Riemen / Zahnriemen
12957,11200,Neu ,1200,2019,TRIUMPH,Bonneville bobber black,1850,NA,NA,NA,2022-08-19,43575858,no,NA
12958,16900,Neuwertig ,1500,2009,HARLEY-DAVIDSON,Fat Boy FLSTF,21900,NA,NA,NA,2022-08-09,43492245,yes,NA
12959,16480,Neuwertig ,1100,2020,APRILIA,Tuono Factory,5200,NA,NA,NA,2022-09-03,43540839,yes,Kette
12960,3000,Geringe Gebrauchsspuren ,600,2005,SUZUKI,GSF600,48000,Schaltgetriebe,Benzin,Blau,2022-08-21,43542093,yes,Kette
12961,3500,Geringe Gebrauchsspuren ,600,2015,KAWASAKI,ER-6F,26200,Schaltgetriebe,Benzin,Rot,2022-08-22,43572036,no,Kette
12962,2700,Neu ,600,2010,SUZUKI,Gladius SFV650A,17000,Schaltgetriebe,Benzin,Grau,2022-08-11,43571347,no,NA
12963,699,Starke Gebrauchsspuren ,1800,1986,YAMAHA,FJ 1200,29194,Schaltgetriebe,Benzin,Weiss,2022-09-04,43571314,no,Kette
12966,5200,NA,NA,2014,KAWASAKI,ER-6 n ABS,9200,Schaltgetriebe,Benzin,Gelb,2022-05-29,43569798,yes,Hinterradantrieb
12967,6400,NA,NA,2018,KAWASAKI,Ninja 400 Performance ABS,12900,Schaltgetriebe,Benzin,Schwarz,2022-05-29,43569797,yes,Hinterradantrieb
12968,13900,NA,NA,2016,HARLEY-DAVIDSON,XL 1200 C Sportster Custom ABS,35800,Schaltgetriebe,Benzin,Grau,2022-08-29,43569785,no,Hinterradantrieb
12969,22290,NA,NA,2022,HONDA,CRF 1100L DCT Africa Twin Adventure,1,Automatik,Benzin,Weiss,2022-05-29,43569784,yes,Hinterradantrieb
12970,9980,NA,NA,2011,KAWASAKI,Ninja ZX-10R,39469,Schaltgetriebe,Benzin,Schwarz,2022-07-08,43569780,yes,Hinterradantrieb
12971,4980,NA,NA,2001,KTM,400 EXC Hard Enduro,6800,Schaltgetriebe,Benzin,Orange,2022-05-29,43569778,yes,Hinterradantrieb
12972,14880,NA,NA,1982,DUCATI,600 SL,37540,NA,NA,Grau,2022-05-29,43569773,yes,NA
12973,8390,NA,NA,2022,FANTIC,Caballero 500 Scrambler,7,Schaltgetriebe,Benzin,Blau,2022-05-29,43569772,yes,Hinterradantrieb
12974,9900,NA,NA,2009,HARLEY-DAVIDSON,FXDCI Dyna Super Glide Custom,6200,Schaltgetriebe,Benzin,Schwarz,2022-08-17,43569770,no,Hinterradantrieb
12975,3490,NA,NA,2022,KYMCO,VISAR 125I CBS,10,Schaltgetriebe,Benzin,Grau,2022-05-29,43569762,yes,Hinterradantrieb
12976,5900,NA,NA,2022,KTM,125 Duke,10,Schaltgetriebe,Benzin,Grau,2022-05-29,43569761,yes,Hinterradantrieb
12977,5900,NA,NA,2022,KTM,125 Duke,10,Schaltgetriebe,Benzin,Schwarz,2022-05-29,43569760,yes,Hinterradantrieb
12978,5990,NA,NA,2015,DUCATI,Monster 696M ABS,9800,Schaltgetriebe,Benzin,Silber,2022-05-29,43569751,no,Hinterradantrieb
12979,7490,NA,NA,2015,DUCATI,Monster 821 Dark,12500,Schaltgetriebe,Benzin,Schwarz,2022-05-29,43569749,no,Hinterradantrieb
12980,25960,NA,NA,2022,TRIUMPH,Rocket 3 R,1,Schaltgetriebe,Benzin,Rot,2022-05-29,43569748,yes,Hinterradantrieb
12981,2900,NA,NA,1988,YAMAHA,RD 125 LC YPVS Special,14900,Schaltgetriebe,Benzin,Mehrfarbig,2022-08-05,43569746,no,Hinterradantrieb
12982,4690,NA,NA,2011,YAMAHA,TDM 900 ABS I.E,24500,Schaltgetriebe,Benzin,Mehrfarbig,2022-08-17,43569743,yes,Hinterradantrieb
12983,12950,NA,NA,2013,HARLEY-DAVIDSON,VRSCDX Night Rod Special ABS,27000,Schaltgetriebe,Benzin,Schwarz,2022-05-29,43569729,yes,Hinterradantrieb
12984,5890,NA,NA,2022,Royal Enfield,Meteor Fireball,5,Schaltgetriebe,Benzin,Gelb,2022-05-29,43569725,yes,Hinterradantrieb
12985,21900,NA,NA,2022,Indian,Scout Bobber,50,Schaltgetriebe,Benzin,Schwarz,2022-05-29,43569719,yes,Hinterradantrieb
12986,7750,NA,NA,2013,HARLEY-DAVIDSON,XL 1200 C Sportster Custom Injection,33405,Schaltgetriebe,Benzin,Grau,2022-05-29,43569718,yes,Hinterradantrieb
12987,3380,NA,NA,2022,Mash,125 NEW SEVENTY E5 Cult,1,Schaltgetriebe,Benzin,Mehrfarbig,2022-08-20,43569716,yes,Hinterradantrieb
12988,23000,NA,NA,2022,TRIUMPH,Tiger 1200 Rally Pro,1,Schaltgetriebe,Benzin,Grün,2022-05-29,43569714,yes,Hinterradantrieb
12989,19990,NA,NA,2019,YAMAHA,YZF-R1 ABS,4150,Schaltgetriebe,Benzin,Rot,2022-06-29,43569711,no,Hinterradantrieb
12990,7990,NA,NA,2003,TRIUMPH,Bonneville T100,32000,NA,Benzin,Grün,2022-05-29,43569701,yes,NA
12991,3790,NA,NA,2002,YAMAHA,FZS1000,52600,NA,Benzin,Blau,2022-05-29,43569700,yes,NA
12992,11490,NA,NA,2014,YAMAHA,XVS 1300 CU Custom,8300,NA,Benzin,Orange,2022-05-29,43569699,yes,NA
12993,8490,NA,NA,2017,YAMAHA,MT-09 ABS,17300,NA,Benzin,Schwarz,2022-09-04,43569698,yes,NA
12994,8190,NA,NA,2014,YAMAHA,XV 950 R ABS,6400,NA,Benzin,Grün,2022-07-02,43569697,yes,NA
12995,3290,NA,NA,2005,SUZUKI,GSF600U Bandit,36500,NA,Benzin,Blau,2022-09-04,43569696,yes,NA
12996,22070,NA,NA,2022,BMW,S 1000 R,10,Schaltgetriebe,Benzin,Weiss,2022-05-29,43569680,yes,Hinterradantrieb
12997,15000,NA,NA,2020,BMW,S 1000 RR ABS + DTC,5700,Schaltgetriebe,Benzin,Weiss,2022-08-19,43569665,yes,Hinterradantrieb
12998,6495,NA,NA,2022,APRILIA,RS 125 Sofort verfügbar!  ab 16 Jahren fahrbar!,1,Schaltgetriebe,Benzin,Schwarz,2022-05-29,43569662,yes,Hinterradantrieb
12999,5280,NA,NA,2011,SUZUKI,GSR 750,25900,Schaltgetriebe,Benzin,Schwarz,2022-06-19,43569660,no,Hinterradantrieb
13000,14500,Neuwertig ,900,2021,KAWASAKI,Z900,3000,Schaltgetriebe,Benzin,Andere,2022-08-11,43565786,no,Kette
13001,5950,Geringe Gebrauchsspuren ,250,2018,KTM,Freeride 250 F,3450,Schaltgetriebe,Benzin,NA,2022-08-15,43563748,no,NA
13002,16600,Geringe Gebrauchsspuren ,1800,2014,HARLEY-DAVIDSON,FLHTK Electra Glide 103 Touring ABS,22500,NA,Benzin,Weiss,2022-08-27,40923530,no,Riemen / Zahnriemen
13003,5890,Neu ,350,2022,Royal Enfield,Meteor 350,5,Schaltgetriebe,Benzin,Gelb,2022-08-31,43563469,yes,Kette
13004,1690,Geringe Gebrauchsspuren ,600,2003,MZ (MuZ),Skorpion 660,34000,Schaltgetriebe,Benzin,Gold,2022-08-24,43562256,no,Hinterradantrieb
13005,5200,Geringe Gebrauchsspuren ,500,2018,HONDA,honda CB 500,15000,NA,NA,Schwarz,2022-09-04,43551506,yes,NA
13007,6900,Neuwertig ,1200,2015,BMW,R1200R,45000,Schaltgetriebe,Benzin,Weiss,2022-08-29,39738042,no,Antriebswelle / Kardanwelle
13008,7500,Geringe Gebrauchsspuren ,500,2009,CAN-AM,DS450,5700,Schaltgetriebe,Benzin,Schwarz,2022-08-14,43560828,no,Kette
13009,4000,Geringe Gebrauchsspuren ,600,2005,KAWASAKI,Ninja ZX6R 636,42000,Schaltgetriebe,Benzin,Grün,2022-08-21,31709301,yes,Kette
13010,2700,NA,NA,2005,BMW,F 650 CS Scarver,26800,Schaltgetriebe,Benzin,Grau,2022-07-02,43559967,no,Hinterradantrieb
13011,4200,NA,NA,2009,SUZUKI,SFV 650 Gladius ABS,22570,Schaltgetriebe,Benzin,Mehrfarbig,2022-05-28,43559960,yes,Hinterradantrieb
13012,4830,NA,NA,2018,BMW,G 310 GS ABS,6800,Schaltgetriebe,Benzin,Grau,2022-06-11,43559949,no,Hinterradantrieb
13013,7500,NA,NA,2020,YAMAHA,XSR 700 ABS,14000,NA,Benzin,Weiss,2022-06-02,43559947,yes,NA
13014,12190,NA,NA,2022,KAWASAKI,Z 900 RS,950,Schaltgetriebe,Benzin,Grün,2022-05-28,43559927,yes,Hinterradantrieb
13015,7295,NA,NA,2022,SUZUKI,SV 650,10,Schaltgetriebe,Benzin,Schwarz,2022-05-28,43559926,yes,Hinterradantrieb
13016,18990,NA,NA,2016,DUCATI,XDiavel 1260 S,4200,Schaltgetriebe,Benzin,Schwarz,2022-06-30,43559913,yes,Hinterradantrieb
13017,7295,NA,NA,2022,SUZUKI,SV 650,10,Schaltgetriebe,Benzin,Schwarz,2022-05-28,43559906,yes,Hinterradantrieb
13018,8290,NA,NA,2022,KAWASAKI,Z 650 RS,950,Schaltgetriebe,Benzin,Grün,2022-05-28,43559905,yes,Hinterradantrieb
13019,7300,NA,NA,2009,HARLEY-DAVIDSON,XL 1200 N Sportster Nightster,69300,Schaltgetriebe,Benzin,Schwarz,2022-05-28,43559898,no,Hinterradantrieb
13020,16700,NA,NA,2021,VICTORY,Magnum,7559,Schaltgetriebe,Benzin,Rot,2022-05-28,43559882,yes,Hinterradantrieb
13021,22600,NA,NA,2022,TRIUMPH,Tiger 1200 Rally Pro,1,Schaltgetriebe,Benzin,Weiss,2022-05-28,43559875,yes,Hinterradantrieb
13022,4500,NA,NA,2005,SUZUKI,DL 1000 V-Strom K4-K7,31875,Schaltgetriebe,Benzin,Schwarz,2022-05-28,43559860,yes,Hinterradantrieb
13023,8250,NA,NA,2022,SUZUKI,DL 650 XT,1050,Schaltgetriebe,Benzin,Blau,2022-05-28,43559851,yes,Hinterradantrieb
13024,6000,NA,NA,2017,KAWASAKI,Z 650 ABS,14400,Schaltgetriebe,Benzin,Schwarz,2022-08-05,43559845,no,Hinterradantrieb
13025,32860,NA,NA,2022,BMW,K 1600 B,10,Schaltgetriebe,Benzin,Grau,2022-05-28,43559832,yes,Hinterradantrieb
13026,11900,NA,NA,2015,VICTORY,Judge ABS,19484,Schaltgetriebe,Benzin,Blau,2022-08-31,43559830,yes,Hinterradantrieb
13027,9000,Geringe Gebrauchsspuren ,900,2020,KAWASAKI,Z900 performance,7800,Schaltgetriebe,Benzin,Schwarz,2022-08-28,43554764,yes,NA
13028,2500,Geringe Gebrauchsspuren ,80,1937,PEUGEOT,st3,1000,Schaltgetriebe,NA,NA,2022-09-03,43554190,no,NA
13029,18500,Neuwertig ,1800,2021,HARLEY-DAVIDSON,Street bob,6000,NA,NA,NA,2022-09-05,43036721,no,NA
13030,6300,Neu ,750,2019,HONDA,NC 750 X,10500,NA,NA,Schwarz,2022-09-05,43553996,yes,NA
13032,15000,Neuwertig ,1500,2006,HARLEY-DAVIDSON,Softyle Night Train,6500,Schaltgetriebe,Benzin,Schwarz,2022-08-30,43553437,yes,NA
13033,19499,Geringe Gebrauchsspuren ,500,2011,KTM,XC,10900,Schaltgetriebe,Benzin,Orange,2022-08-28,43553183,no,Hinterradantrieb
13036,16700,Neu ,1800,2021,NA,Magnum,7559,Schaltgetriebe,Benzin,Rot,2022-08-31,43552813,yes,Riemen / Zahnriemen
13039,6500,Neu ,1000,2009,YAMAHA,FZ1SA,26017,Schaltgetriebe,Benzin,Blau,2022-08-20,43549438,yes,Kette
13040,12000,Neuwertig ,1500,2013,BMW,k1600 GTL,30000,Schaltgetriebe,Benzin,Grau,2022-08-24,43551317,yes,NA
13041,33000,Neuwertig ,1200,1973,HARLEY-DAVIDSON,Electra-Glide,48000,Schaltgetriebe,Benzin,NA,2022-08-14,43550229,yes,Kette
13042,3900,Geringe Gebrauchsspuren ,1500,1988,HONDA,GOLDWING 1500,80000,NA,NA,NA,2022-08-23,43549069,no,NA
13043,1300,Geringe Gebrauchsspuren ,600,1999,SUZUKI,RF 600,27500,Automatik,Benzin,Blau,2022-08-17,43529742,no,Kette
13044,6800,NA,NA,2013,HARLEY-DAVIDSON,XL 883 L Sportster Super Low,14000,Schaltgetriebe,Benzin,Schwarz,2022-05-27,43548745,no,Hinterradantrieb
13045,5200,NA,NA,2005,KAWASAKI,Z 1000 A1,11000,Schaltgetriebe,Benzin,Grün,2022-09-05,43548744,no,Hinterradantrieb
13046,4199,NA,NA,2014,YAMAHA,WR 125 R,33700,Schaltgetriebe,Benzin,Blau,2022-05-27,43548725,yes,Hinterradantrieb
13047,14700,NA,NA,2018,BMW,S 1000 R ABS,4950,Schaltgetriebe,Benzin,Grau,2022-05-27,43548723,yes,Hinterradantrieb
13048,3990,NA,NA,2007,KAWASAKI,ER-6 n,31000,Schaltgetriebe,Benzin,Grau,2022-05-27,43548709,yes,Hinterradantrieb
13049,7950,NA,NA,2020,KAWASAKI,Z 650 SE ABS mit Heckumbau,4650,Schaltgetriebe,Benzin,Schwarz,2022-05-27,43548701,yes,Hinterradantrieb
13050,12499,NA,NA,1996,HARLEY-DAVIDSON,FLHRI,36000,Schaltgetriebe,Benzin,Rot,2022-05-27,43548693,no,Hinterradantrieb
13051,5400,NA,NA,2008,KTM,690 Enduro,25100,Schaltgetriebe,Benzin,Orange,2022-05-27,43548669,no,Hinterradantrieb
13052,8500,NA,NA,2014,BMW,S 1000 R ABS,53000,Schaltgetriebe,Benzin,Blau,2022-05-27,43548659,yes,Hinterradantrieb
13053,22070,NA,NA,2022,BMW,S 1000 R,3,Schaltgetriebe,Benzin,Weiss,2022-07-07,43548655,yes,Hinterradantrieb
13054,22030,NA,NA,2022,BMW,S 1000 R,2,Schaltgetriebe,Benzin,Silber,2022-08-06,43548653,yes,Hinterradantrieb
13055,6500,NA,NA,2019,KAWASAKI,Z 650,4050,Schaltgetriebe,Benzin,Schwarz,2022-09-02,43548645,no,Hinterradantrieb
13056,18520,NA,NA,2022,BMW,R nine T,5,Schaltgetriebe,Benzin,Schwarz,2022-05-27,43548644,yes,Hinterradantrieb
13057,3000,Geringe Gebrauchsspuren ,250,2011,HONDA,NA,18840,NA,NA,NA,2022-09-05,43543048,no,NA
13058,7000,Neuwertig ,600,2020,HONDA,CB 650 R ABS,1084,NA,NA,Grau,2022-08-27,42707640,no,NA
13059,4900,Geringe Gebrauchsspuren ,600,2008,KTM,Duke 690,16450,Schaltgetriebe,Benzin,Orange,2022-08-18,41061402,no,NA
13060,5700,Neu ,750,2020,YAMAHA,MT07,2215,NA,NA,NA,2022-08-16,43541322,yes,NA
13061,5500,Neu ,250,2019,YAMAHA,Yz250f,81,NA,NA,NA,2022-08-16,43541278,no,NA
13062,5000,Geringe Gebrauchsspuren ,1800,2004,TRIUMPH,Rocket 3,80000,Schaltgetriebe,Benzin,Schwarz,2022-08-30,43380349,yes,Antriebswelle / Kardanwelle
13063,4100,Neuwertig ,1100,1995,SUZUKI,NA,30900,Schaltgetriebe,NA,Schwarz,2022-08-21,43540870,yes,Kette
13065,9800,Neuwertig ,900,2021,KAWASAKI,Z900,1800,NA,NA,Schwarz,2022-09-03,43540351,no,NA
13066,8500,Geringe Gebrauchsspuren ,900,2018,YAMAHA,MT09-SP,12000,Schaltgetriebe,Benzin,Mehrfarbig,2022-08-18,43539970,no,NA
13067,7500,Neuwertig ,1000,2012,APRILIA,Tuono V4 R APRC,22000,Schaltgetriebe,Benzin,Schwarz,2022-08-26,43336518,yes,Kette
13069,4300,Geringe Gebrauchsspuren ,350,NA,SUZUKI,NA,10000,NA,NA,NA,2022-08-15,43539666,no,NA
13071,5900,Geringe Gebrauchsspuren ,500,2015,SHINERAY,XY 400 B,2000,NA,Benzin,NA,2022-08-16,42888158,yes,NA
13072,2600,Neuwertig ,750,1993,HONDA,VFR,42000,NA,NA,Rot,2022-09-05,38590064,yes,NA
13074,3500,Geringe Gebrauchsspuren ,600,2013,SUZUKI,Gladius ABS 650 cm3,6500,NA,NA,NA,2022-09-02,43339504,yes,NA
13075,15200,NA,NA,2015,HARLEY-DAVIDSON,FLSTFB Fat Boy Special ABS,5000,Schaltgetriebe,Benzin,Schwarz,2022-09-03,43537837,no,Hinterradantrieb
13076,17450,NA,NA,2022,CF MOTO,C Force 1000 EPS 4x4,1,Automatik,Benzin,Blau,2022-08-05,43537835,yes,NA
13077,8900,NA,NA,2018,HONDA,CRF 1000AD DTC Africa Twin,34000,Automatik,Benzin,Rot,2022-07-13,43537829,no,Hinterradantrieb
13078,7590,NA,NA,2022,YAMAHA,XMAX 300 A TECHMAX,10,Automatik,Benzin,Grau,2022-06-08,43537828,yes,Hinterradantrieb
13079,10990,NA,NA,2022,YAMAHA,MT 09  MOD. 2022,10,Schaltgetriebe,Benzin,Blau,2022-06-08,43537825,yes,Hinterradantrieb
13080,10990,NA,NA,2022,YAMAHA,MT 09  MOD. 2022,10,Schaltgetriebe,Benzin,Blau,2022-06-08,43537824,yes,Hinterradantrieb
13081,5500,NA,NA,2017,BMW,G 310 R,14300,NA,Benzin,Schwarz,2022-05-26,43537821,no,NA
13082,10900,NA,NA,2004,HARLEY-DAVIDSON,FXDI,22300,NA,Benzin,Schwarz,2022-05-26,43537820,no,NA
13083,8990,NA,NA,2022,Brixton,CROSSFIRE 500 XC,8,Schaltgetriebe,Benzin,Gold,2022-05-26,43537811,yes,Hinterradantrieb
13084,5950,NA,NA,2022,HONDA,CRF 300 L,1,Schaltgetriebe,Benzin,Rot,2022-05-26,43537808,yes,Hinterradantrieb
13085,22990,NA,NA,2017,HARLEY-DAVIDSON,FLHR Road King 107 ABS,1792,Schaltgetriebe,Benzin,Orange,2022-05-26,43537807,no,Hinterradantrieb
13086,9990,NA,NA,1998,HARLEY-DAVIDSON,FXST Softail Standard,71551,Schaltgetriebe,Benzin,Schwarz,2022-08-05,43537805,no,Hinterradantrieb
13087,4900,NA,NA,2004,SUZUKI,SV 1000 K3,38000,Schaltgetriebe,Benzin,Blau,2022-06-18,43537797,no,Hinterradantrieb
13088,7090,NA,NA,2022,KTM,RC 390 MY22,10,NA,Benzin,Orange,2022-05-26,43537789,yes,Hinterradantrieb
13089,11980,NA,NA,2022,MOTO GUZZI,V85 TT Premium Graphics 2-Tone,3800,Schaltgetriebe,Benzin,Weiss,2022-08-05,43537785,yes,Hinterradantrieb
13090,15495,NA,NA,2022,SUZUKI,GSX-S 1000 GT Travel,3500,Schaltgetriebe,Benzin,Blau,2022-08-14,43537783,yes,Hinterradantrieb
13091,16000,NA,NA,2015,HARLEY-DAVIDSON,FXDF Dyna Fat Bob 103 ABS,32000,Schaltgetriebe,Benzin,Schwarz,2022-08-26,43537782,no,Hinterradantrieb
13092,7690,NA,NA,2022,KTM,390 Adventure,8,NA,NA,Anthrazit,2022-05-26,43537780,yes,NA
13093,23500,NA,NA,2011,HARLEY-DAVIDSON,FXCWC Rocker C,17500,Schaltgetriebe,Benzin,Rot,2022-08-26,43537778,yes,Hinterradantrieb
13094,9975,NA,NA,2022,MOTO GUZZI,V7 IV 850 Stone,900,Schaltgetriebe,Benzin,Gelb,2022-05-26,43537767,yes,Hinterradantrieb
13095,7990,NA,NA,2022,HONDA,CMX500 SE Rebel S Edition,1,Schaltgetriebe,Benzin,Grün,2022-09-03,43537765,yes,Hinterradantrieb
13096,11590,NA,NA,2022,KTM,890 Duke,8,NA,NA,Schwarz,2022-08-05,43537764,yes,NA
13097,15000,NA,NA,2021,NA,"S ZF 14,4",100,Automatik,Elektrisch (Plug-in),Grün,2022-05-26,43537762,yes,Hinterradantrieb
13098,4000,NA,NA,2003,YAMAHA,YZF-R1,35700,Schaltgetriebe,Benzin,Rot,2022-08-06,43537760,yes,Hinterradantrieb
13099,21090,NA,NA,2022,KTM,1290 Super Adventure,8,Schaltgetriebe,NA,Schwarz,2022-05-26,43537758,yes,NA
13100,4350,NA,NA,2022,HONDA,MSX 125,1,Schaltgetriebe,Benzin,Gelb,2022-05-26,43537752,yes,Hinterradantrieb
13101,4990,NA,NA,2022,HONDA,Z 125 Monkey,1,Schaltgetriebe,Benzin,Gelb,2022-05-26,43537751,yes,Hinterradantrieb
13102,10900,NA,NA,2018,KAWASAKI,Z 900RS,10500,NA,Benzin,Braun,2022-05-26,43537746,no,NA
13103,7900,NA,NA,2011,BMW,F 800 GS ABS,10000,NA,Benzin,Weiss,2022-05-26,43537744,no,NA
13104,9750,NA,NA,2022,HONDA,CB 650 R,5,Schaltgetriebe,Benzin,Rot,2022-06-26,43537729,yes,Hinterradantrieb
13105,19900,NA,NA,2019,HARLEY-DAVIDSON,FLSL Softail Slim 107 ABS,8630,Schaltgetriebe,Benzin,Schwarz,2022-08-27,43537725,no,Hinterradantrieb
